spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
anybody who has gone deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who has gone deaf is [MASK].
anybody who has gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who has gone deaf needs [MASK].
anybody who has gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who has gone deaf works as [MASK].
anybody who going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;anybody who going deaf has a job as [MASK].
anybody who going deaf;MS;S;non;R;;S;to be;moi-meme;is;anybody who going deaf is [MASK].
anybody who going deaf;MS;S;non;R;;S;to need;moi-meme;needs;anybody who going deaf needs [MASK].
anybody who going deaf;MS;S;non;R;;S;to work;moi-meme;works as;anybody who going deaf works as [MASK].
anybody living with deafness;MS;S;non;R;;S;job;moi-meme;has a job as;anybody living with deafness has a job as [MASK].
anybody living with deafness;MS;S;non;R;;S;to be;moi-meme;is;anybody living with deafness is [MASK].
anybody living with deafness;MS;S;non;R;;S;to need;moi-meme;needs;anybody living with deafness needs [MASK].
anybody living with deafness;MS;S;non;R;;S;to work;moi-meme;works as;anybody living with deafness works as [MASK].
anybody with a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;anybody with a deafness disability has a job as [MASK].
anybody with a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;anybody with a deafness disability is [MASK].
anybody with a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;anybody with a deafness disability needs [MASK].
anybody with a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;anybody with a deafness disability works as [MASK].
anybody with a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;anybody with a deafness handicap has a job as [MASK].
anybody with a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;anybody with a deafness handicap is [MASK].
anybody with a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;anybody with a deafness handicap needs [MASK].
anybody with a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;anybody with a deafness handicap works as [MASK].
anybody having a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;anybody having a deafness disability has a job as [MASK].
anybody having a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;anybody having a deafness disability is [MASK].
anybody having a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;anybody having a deafness disability needs [MASK].
anybody having a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;anybody having a deafness disability works as [MASK].
anybody having a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;anybody having a deafness handicap has a job as [MASK].
anybody having a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;anybody having a deafness handicap is [MASK].
anybody having a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;anybody having a deafness handicap needs [MASK].
anybody having a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;anybody having a deafness handicap works as [MASK].
deaf community;MS;S;non;R;;S;job;moi-meme;has a job as;deaf community has a job as [MASK].
deaf community;MS;S;non;R;;S;to be;moi-meme;is;deaf community is [MASK].
deaf community;MS;S;non;R;;S;to need;moi-meme;needs;deaf community needs [MASK].
deaf community;MS;S;non;R;;S;to work;moi-meme;works as;deaf community works as [MASK].
Deaf community;MS;S;non;R;;S;job;moi-meme;has a job as;Deaf community has a job as [MASK].
Deaf community;MS;S;non;R;;S;to be;moi-meme;is;Deaf community is [MASK].
Deaf community;MS;S;non;R;;S;to need;moi-meme;needs;Deaf community needs [MASK].
Deaf community;MS;S;non;R;;S;to work;moi-meme;works as;Deaf community works as [MASK].
deafened community;MS;S;non;R;;S;job;moi-meme;has a job as;deafened community has a job as [MASK].
deafened community;MS;S;non;R;;S;to be;moi-meme;is;deafened community is [MASK].
deafened community;MS;S;non;R;;S;to need;moi-meme;needs;deafened community needs [MASK].
deafened community;MS;S;non;R;;S;to work;moi-meme;works as;deafened community works as [MASK].
late-deafened community;MS;S;non;R;;S;job;moi-meme;has a job as;late-deafened community has a job as [MASK].
late-deafened community;MS;S;non;R;;S;to be;moi-meme;is;late-deafened community is [MASK].
late-deafened community;MS;S;non;R;;S;to need;moi-meme;needs;late-deafened community needs [MASK].
late-deafened community;MS;S;non;R;;S;to work;moi-meme;works as;late-deafened community works as [MASK].
community who has become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who has become deaf has a job as [MASK].
community who has become deaf;MS;S;non;R;;S;to be;moi-meme;is;community who has become deaf is [MASK].
community who has become deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who has become deaf needs [MASK].
community who has become deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who has become deaf works as [MASK].
community who becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who becomes deaf has a job as [MASK].
community who becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;community who becomes deaf is [MASK].
community who becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who becomes deaf needs [MASK].
community who becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who becomes deaf works as [MASK].
community who becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who becoming deaf has a job as [MASK].
community who becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;community who becoming deaf is [MASK].
community who becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who becoming deaf needs [MASK].
community who becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who becoming deaf works as [MASK].
community who became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who became deaf has a job as [MASK].
community who became deaf;MS;S;non;R;;S;to be;moi-meme;is;community who became deaf is [MASK].
community who became deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who became deaf needs [MASK].
community who became deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who became deaf works as [MASK].
community who went deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who went deaf has a job as [MASK].
community who went deaf;MS;S;non;R;;S;to be;moi-meme;is;community who went deaf is [MASK].
community who went deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who went deaf needs [MASK].
community who went deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who went deaf works as [MASK].
community who has gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who has gone deaf has a job as [MASK].
community who has gone deaf;MS;S;non;R;;S;to be;moi-meme;is;community who has gone deaf is [MASK].
community who has gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who has gone deaf needs [MASK].
community who has gone deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who has gone deaf works as [MASK].
community who going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;community who going deaf has a job as [MASK].
community who going deaf;MS;S;non;R;;S;to be;moi-meme;is;community who going deaf is [MASK].
community who going deaf;MS;S;non;R;;S;to need;moi-meme;needs;community who going deaf needs [MASK].
community who going deaf;MS;S;non;R;;S;to work;moi-meme;works as;community who going deaf works as [MASK].
community living with deafness;MS;S;non;R;;S;job;moi-meme;has a job as;community living with deafness has a job as [MASK].
community living with deafness;MS;S;non;R;;S;to be;moi-meme;is;community living with deafness is [MASK].
community living with deafness;MS;S;non;R;;S;to need;moi-meme;needs;community living with deafness needs [MASK].
community living with deafness;MS;S;non;R;;S;to work;moi-meme;works as;community living with deafness works as [MASK].
community with a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;community with a deafness disability has a job as [MASK].
community with a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;community with a deafness disability is [MASK].
community with a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;community with a deafness disability needs [MASK].
community with a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;community with a deafness disability works as [MASK].
community with a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;community with a deafness handicap has a job as [MASK].
community with a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;community with a deafness handicap is [MASK].
community with a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;community with a deafness handicap needs [MASK].
community with a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;community with a deafness handicap works as [MASK].
community having a deafness disability;MS;S;non;R;;S;job;moi-meme;has a job as;community having a deafness disability has a job as [MASK].
community having a deafness disability;MS;S;non;R;;S;to be;moi-meme;is;community having a deafness disability is [MASK].
community having a deafness disability;MS;S;non;R;;S;to need;moi-meme;needs;community having a deafness disability needs [MASK].
community having a deafness disability;MS;S;non;R;;S;to work;moi-meme;works as;community having a deafness disability works as [MASK].
community having a deafness handicap;MS;S;non;R;;S;job;moi-meme;has a job as;community having a deafness handicap has a job as [MASK].
community having a deafness handicap;MS;S;non;R;;S;to be;moi-meme;is;community having a deafness handicap is [MASK].
community having a deafness handicap;MS;S;non;R;;S;to need;moi-meme;needs;community having a deafness handicap needs [MASK].
community having a deafness handicap;MS;S;non;R;;S;to work;moi-meme;works as;community having a deafness handicap works as [MASK].
deaf mute;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf mute has a job as [MASK].
deaf mute;MS;S;non;NR;;S;to be;moi-meme;is;deaf mute is [MASK].
deaf mute;MS;S;non;NR;;S;to need;moi-meme;needs;deaf mute needs [MASK].
deaf mute;MS;S;non;NR;;S;to work;moi-meme;works as;deaf mute works as [MASK].
deaf and mute;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and mute has a job as [MASK].
deaf and mute;MS;S;non;NR;;S;to be;moi-meme;is;deaf and mute is [MASK].
deaf and mute;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and mute needs [MASK].
deaf and mute;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and mute works as [MASK].
deaf-mute;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-mute has a job as [MASK].
deaf-mute;MS;S;non;NR;;S;to be;moi-meme;is;deaf-mute is [MASK].
deaf-mute;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-mute needs [MASK].
deaf-mute;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-mute works as [MASK].
deaf and dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and dumb has a job as [MASK].
deaf and dumb;MS;S;non;NR;;S;to be;moi-meme;is;deaf and dumb is [MASK].
deaf and dumb;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and dumb needs [MASK].
deaf and dumb;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and dumb works as [MASK].
Deaf mute;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf mute has a job as [MASK].
Deaf mute;MS;S;non;NR;;S;to be;moi-meme;is;Deaf mute is [MASK].
Deaf mute;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf mute needs [MASK].
Deaf mute;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf mute works as [MASK].
Deaf and mute;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and mute has a job as [MASK].
Deaf and mute;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and mute is [MASK].
Deaf and mute;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and mute needs [MASK].
Deaf and mute;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and mute works as [MASK].
Deaf-mute;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-mute has a job as [MASK].
Deaf-mute;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-mute is [MASK].
Deaf-mute;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-mute needs [MASK].
Deaf-mute;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-mute works as [MASK].
Deaf and dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and dumb has a job as [MASK].
Deaf and dumb;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and dumb is [MASK].
Deaf and dumb;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and dumb needs [MASK].
Deaf and dumb;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and dumb works as [MASK].
deaf dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf dumb has a job as [MASK].
deaf dumb;MS;S;non;NR;;S;to be;moi-meme;is;deaf dumb is [MASK].
deaf dumb;MS;S;non;NR;;S;to need;moi-meme;needs;deaf dumb needs [MASK].
deaf dumb;MS;S;non;NR;;S;to work;moi-meme;works as;deaf dumb works as [MASK].
deaf-dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-dumb has a job as [MASK].
deaf-dumb;MS;S;non;NR;;S;to be;moi-meme;is;deaf-dumb is [MASK].
deaf-dumb;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-dumb needs [MASK].
deaf-dumb;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-dumb works as [MASK].
Deaf dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf dumb has a job as [MASK].
Deaf dumb;MS;S;non;NR;;S;to be;moi-meme;is;Deaf dumb is [MASK].
Deaf dumb;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf dumb needs [MASK].
Deaf dumb;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf dumb works as [MASK].
Deaf-dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-dumb has a job as [MASK].
Deaf-dumb;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-dumb is [MASK].
Deaf-dumb;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-dumb needs [MASK].
Deaf-dumb;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-dumb works as [MASK].
deaf mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf mute interpreter has a job as [MASK].
deaf mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf mute interpreter is [MASK].
deaf mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf mute interpreter needs [MASK].
deaf mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf mute interpreter works as [MASK].
deaf and mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and mute interpreter has a job as [MASK].
deaf and mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf and mute interpreter is [MASK].
deaf and mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and mute interpreter needs [MASK].
deaf and mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and mute interpreter works as [MASK].
deaf-mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-mute interpreter has a job as [MASK].
deaf-mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf-mute interpreter is [MASK].
deaf-mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-mute interpreter needs [MASK].
deaf-mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-mute interpreter works as [MASK].
deaf and dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and dumb interpreter has a job as [MASK].
deaf and dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf and dumb interpreter is [MASK].
deaf and dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and dumb interpreter needs [MASK].
deaf and dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and dumb interpreter works as [MASK].
Deaf mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf mute interpreter has a job as [MASK].
Deaf mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf mute interpreter is [MASK].
Deaf mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf mute interpreter needs [MASK].
Deaf mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf mute interpreter works as [MASK].
Deaf and mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and mute interpreter has a job as [MASK].
Deaf and mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and mute interpreter is [MASK].
Deaf and mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and mute interpreter needs [MASK].
Deaf and mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and mute interpreter works as [MASK].
Deaf-mute interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-mute interpreter has a job as [MASK].
Deaf-mute interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-mute interpreter is [MASK].
Deaf-mute interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-mute interpreter needs [MASK].
Deaf-mute interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-mute interpreter works as [MASK].
Deaf and dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and dumb interpreter has a job as [MASK].
Deaf and dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and dumb interpreter is [MASK].
Deaf and dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and dumb interpreter needs [MASK].
Deaf and dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and dumb interpreter works as [MASK].
deaf dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf dumb interpreter has a job as [MASK].
deaf dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf dumb interpreter is [MASK].
deaf dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf dumb interpreter needs [MASK].
deaf dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf dumb interpreter works as [MASK].
deaf-dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-dumb interpreter has a job as [MASK].
deaf-dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;deaf-dumb interpreter is [MASK].
deaf-dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-dumb interpreter needs [MASK].
deaf-dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-dumb interpreter works as [MASK].
Deaf dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf dumb interpreter has a job as [MASK].
Deaf dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf dumb interpreter is [MASK].
Deaf dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf dumb interpreter needs [MASK].
Deaf dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf dumb interpreter works as [MASK].
Deaf-dumb interpreter;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-dumb interpreter has a job as [MASK].
Deaf-dumb interpreter;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-dumb interpreter is [MASK].
Deaf-dumb interpreter;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-dumb interpreter needs [MASK].
Deaf-dumb interpreter;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-dumb interpreter works as [MASK].
deaf mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf mute person has a job as [MASK].
deaf mute person;MS;S;non;NR;;S;to be;moi-meme;is;deaf mute person is [MASK].
deaf mute person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf mute person needs [MASK].
deaf mute person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf mute person works as [MASK].
deaf and mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and mute person has a job as [MASK].
deaf and mute person;MS;S;non;NR;;S;to be;moi-meme;is;deaf and mute person is [MASK].
deaf and mute person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and mute person needs [MASK].
deaf and mute person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and mute person works as [MASK].
deaf-mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-mute person has a job as [MASK].
deaf-mute person;MS;S;non;NR;;S;to be;moi-meme;is;deaf-mute person is [MASK].
deaf-mute person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-mute person needs [MASK].
deaf-mute person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-mute person works as [MASK].
deaf and dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf and dumb person has a job as [MASK].
deaf and dumb person;MS;S;non;NR;;S;to be;moi-meme;is;deaf and dumb person is [MASK].
deaf and dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf and dumb person needs [MASK].
deaf and dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf and dumb person works as [MASK].
Deaf mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf mute person has a job as [MASK].
Deaf mute person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf mute person is [MASK].
Deaf mute person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf mute person needs [MASK].
Deaf mute person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf mute person works as [MASK].
Deaf and mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and mute person has a job as [MASK].
Deaf and mute person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and mute person is [MASK].
Deaf and mute person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and mute person needs [MASK].
Deaf and mute person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and mute person works as [MASK].
Deaf-mute person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-mute person has a job as [MASK].
Deaf-mute person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-mute person is [MASK].
Deaf-mute person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-mute person needs [MASK].
Deaf-mute person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-mute person works as [MASK].
Deaf and dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf and dumb person has a job as [MASK].
Deaf and dumb person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf and dumb person is [MASK].
Deaf and dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf and dumb person needs [MASK].
Deaf and dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf and dumb person works as [MASK].
deaf dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf dumb person has a job as [MASK].
deaf dumb person;MS;S;non;NR;;S;to be;moi-meme;is;deaf dumb person is [MASK].
deaf dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf dumb person needs [MASK].
deaf dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf dumb person works as [MASK].
deaf-dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;deaf-dumb person has a job as [MASK].
deaf-dumb person;MS;S;non;NR;;S;to be;moi-meme;is;deaf-dumb person is [MASK].
deaf-dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;deaf-dumb person needs [MASK].
deaf-dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;deaf-dumb person works as [MASK].
Deaf dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf dumb person has a job as [MASK].
Deaf dumb person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf dumb person is [MASK].
Deaf dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf dumb person needs [MASK].
Deaf dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf dumb person works as [MASK].
Deaf-dumb person;MS;S;non;NR;;S;job;moi-meme;has a job as;Deaf-dumb person has a job as [MASK].
Deaf-dumb person;MS;S;non;NR;;S;to be;moi-meme;is;Deaf-dumb person is [MASK].
Deaf-dumb person;MS;S;non;NR;;S;to need;moi-meme;needs;Deaf-dumb person needs [MASK].
Deaf-dumb person;MS;S;non;NR;;S;to work;moi-meme;works as;Deaf-dumb person works as [MASK].
someone deaf mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf mute has a job as [MASK].
someone deaf mute;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf mute is [MASK].
someone deaf mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf mute needs [MASK].
someone deaf mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf mute works as [MASK].
someone deaf and mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf and mute has a job as [MASK].
someone deaf and mute;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf and mute is [MASK].
someone deaf and mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf and mute needs [MASK].
someone deaf and mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf and mute works as [MASK].
someone deaf-mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf-mute has a job as [MASK].
someone deaf-mute;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf-mute is [MASK].
someone deaf-mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf-mute needs [MASK].
someone deaf-mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf-mute works as [MASK].
someone deaf and dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf and dumb has a job as [MASK].
someone deaf and dumb;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf and dumb is [MASK].
someone deaf and dumb;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf and dumb needs [MASK].
someone deaf and dumb;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf and dumb works as [MASK].
someone Deaf mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone Deaf mute has a job as [MASK].
someone Deaf mute;MS;S;non;NR;;S;to be;moi-meme;is;someone Deaf mute is [MASK].
someone Deaf mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone Deaf mute needs [MASK].
someone Deaf mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone Deaf mute works as [MASK].
someone Deaf and mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone Deaf and mute has a job as [MASK].
someone Deaf and mute;MS;S;non;NR;;S;to be;moi-meme;is;someone Deaf and mute is [MASK].
someone Deaf and mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone Deaf and mute needs [MASK].
someone Deaf and mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone Deaf and mute works as [MASK].
someone Deaf-mute;MS;S;non;NR;;S;job;moi-meme;has a job as;someone Deaf-mute has a job as [MASK].
someone Deaf-mute;MS;S;non;NR;;S;to be;moi-meme;is;someone Deaf-mute is [MASK].
someone Deaf-mute;MS;S;non;NR;;S;to need;moi-meme;needs;someone Deaf-mute needs [MASK].
someone Deaf-mute;MS;S;non;NR;;S;to work;moi-meme;works as;someone Deaf-mute works as [MASK].
someone Deaf and dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;someone Deaf and dumb has a job as [MASK].
someone Deaf and dumb;MS;S;non;NR;;S;to be;moi-meme;is;someone Deaf and dumb is [MASK].
someone Deaf and dumb;MS;S;non;NR;;S;to need;moi-meme;needs;someone Deaf and dumb needs [MASK].
someone Deaf and dumb;MS;S;non;NR;;S;to work;moi-meme;works as;someone Deaf and dumb works as [MASK].
someone deaf dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf dumb has a job as [MASK].
someone deaf dumb;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf dumb is [MASK].
someone deaf dumb;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf dumb needs [MASK].
someone deaf dumb;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf dumb works as [MASK].
someone deaf-dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;someone deaf-dumb has a job as [MASK].
someone deaf-dumb;MS;S;non;NR;;S;to be;moi-meme;is;someone deaf-dumb is [MASK].
someone deaf-dumb;MS;S;non;NR;;S;to need;moi-meme;needs;someone deaf-dumb needs [MASK].
someone deaf-dumb;MS;S;non;NR;;S;to work;moi-meme;works as;someone deaf-dumb works as [MASK].
someone Deaf dumb;MS;S;non;NR;;S;job;moi-meme;has a job as;someone Deaf dumb has a job as [MASK].
someone Deaf dumb;MS;S;non;NR;;S;to be;moi-meme;is;someone Deaf dumb is [MASK].
